Program Time [s];data 0
6.19199;0
6.24511;0
6.29426;0
6.34748;0
6.40087;0
6.44989;0
6.5032;0
6.55231;0
6.60564;0
6.65474;0
6.70793;0
6.76119;0
6.81035;0
6.86363;0
6.91275;0
6.966;0
7.01926;0
7.06837;0
7.12171;0.01
7.17077;0
7.22402;0
7.27316;0
7.32641;0
7.37971;0
7.42886;0
7.48206;0
7.53127;0
7.58444;0
7.63366;0
7.68683;0
7.74006;0
7.78924;0.01
7.84246;0
7.8917;0
7.94491;0
7.99813;0
8.04731;0
8.10053;-0.02
8.14968;0.01
8.20296;0
8.25614;0
8.30531;0
8.35855;0
8.40772;0
8.46092;0
8.51016;0
8.56335;0
8.61662;0
8.66576;0
8.71899;0
8.76816;0
8.82139;0
8.87473;0
8.92384;0
8.97702;0
9.02619;0
9.07944;0
9.12861;0
9.18182;0
9.23508;0
9.28422;0
9.33747;0
9.38671;0
9.4399;0
9.48906;0
9.54235;0
9.59551;0
9.64469;0
9.69791;0.01
9.74706;0
9.80028;0
9.85353;0
9.90272;0
9.95591;0
10.0092;-0.02
10.0583;0
10.1076;0
10.1607;0
10.214;0
10.2631;0
10.3163;0
10.3656;0
10.4188;0
10.472;0.01
10.5212;0
10.5744;0
10.6236;0
10.6768;0
10.726;0
10.7792;0
10.8324;0
10.8816;0
10.9349;0
10.984;0
11.0373;-0.02
11.0905;0
11.1397;0
11.1929;-0.02
11.242;0
11.2953;0
11.3444;0
11.3977;0
11.4509;0
11.5001;0
11.5533;0
11.6025;0
11.6557;0
11.7089;0
11.7581;0
11.8113;0
11.8605;0
11.9138;0
11.9629;0
12.0162;0
12.0693;0
12.1185;0
12.1718;0
12.225;-0.02
12.2742;0.01
12.3274;0
12.3765;0
12.4299;0
12.479;0
12.5323;0
12.5814;0
12.6346;0
12.6878;0
12.737;0
12.7902;0
12.8435;-0.02
12.8927;0
12.9459;0
12.9951;0
13.0483;0.01
13.1015;-0.02
13.1507;0.01
13.2039;0
13.2531;0
13.3063;0
13.3555;0
13.4087;0.01
13.4579;0
13.5112;0
13.5643;0
13.6135;0
13.6667;0
13.7159;0
13.7691;0
13.8224;0.01
13.8715;0
13.9248;0
13.974;0
14.0272;0
14.0764;0
14.1296;0
14.1828;0
14.232;0
14.2852;0
14.3344;0
14.3877;0
14.4408;0
14.49;0
14.5432;0.01
14.5924;0
14.6457;0
14.6948;0
14.7481;0
14.8013;0
14.8504;0
14.9037;0
14.953;0.01
15.006;0
15.0593;0
15.1085;0
15.1617;0.01
15.2109;0
15.2641;0
15.3133;0
15.3665;0
15.4198;0
15.4689;0
15.5222;0
15.5716;0
15.6245;0
15.6777;-0.02
15.7269;0
15.7802;0
15.8293;0
15.8826;0
15.9318;0
15.985;0
16.0382;0
16.0874;0
16.1406;0
16.1898;0
16.243;0
16.2962;0
16.3454;0
16.3987;0
16.4478;0
16.501;0
16.5502;0
16.6034;0
16.6566;0
16.7058;0
16.7591;0
16.8082;0.01
16.8615;0
16.9149;0
16.964;0
17.0171;0
17.0663;0
17.1195;0
17.1687;0
17.2219;0
17.2751;0
17.3243;0
17.3776;0
17.4267;0.01
17.4799;0
17.5332;0
17.5823;0
17.6356;0
17.6848;0
17.738;0
17.7871;0
17.8404;0
17.8937;0
17.9428;0
17.996;0
18.0452;0
18.0984;0.01
18.1516;0
18.2008;0.01
18.254;0
18.3032;0
18.3564;0
18.4056;0
18.459;0.01
18.5121;-0.02
18.5613;0
18.6145;0
18.6636;0
18.7169;0
18.7701;0
18.8193;0
18.8725;0
18.9217;0
18.975;0
19.0243;0
19.0773;0
19.1305;0
19.1797;0
19.233;0
19.2821;0
19.3353;0
19.3888;0.11
19.4377;0.37
19.491;0
19.5401;0.01
19.5933;0.01
19.6425;0.01
19.6958;0.09
19.749;0.01
19.8023;0.09
19.8514;0.01
19.9046;-0.02
19.9539;-0.04
20.007;0.01
20.0562;0.03
20.1094;0.03
20.1627;-0.04
20.2118;-0.14
20.2651;-0.04
20.3142;0.01
20.3676;0.03
20.4208;0.11
20.4699;0.01
20.5231;-0.02
20.5723;-0.18
20.6255;-0.04
20.6787;-0.14
20.7279;-0.08
20.7811;0.11
20.8303;-0.32
20.8837;-0.08
20.9368;0.65
20.986;-0.02
21.0392;-0.12
21.0883;-0.1
21.1416;-0.06
21.1907;-0.04
21.244;0.13
21.2972;-0.02
21.3463;0.25
21.3996;0.61
21.4491;0.63
21.502;-0.32
21.5512;0.83
21.6044;1.35
21.6576;0.17
21.7109;-0.14
21.7601;-0.22
21.8092;0.11
21.8625;0.09
21.9157;0.05
21.9648;0.11
22.0181;0.19
22.0672;0.01
22.1205;0.31
22.1737;0.15
22.2229;0.15
22.2761;0.17
22.3253;0.15
22.3786;0.15
22.4317;0.03
22.481;0.41
22.5342;0.11
22.5874;-0.04
22.6366;0.05
22.6897;0.21
22.7389;0.09
22.7922;0.03
22.8413;0.15
22.8946;-0.14
22.9478;-0.04
22.997;-0.04
23.0502;-4.14
23.0994;0.51
23.1526;2.06
23.2018;1.17
23.255;0.93
23.3083;0.05
23.3615;-2.5
23.4107;0.13
23.4639;-0.14
23.513;-0.02
23.5663;0.25
23.6154;0.15
23.6687;-0.08
23.7178;0.07
23.7711;0.23
23.8202;0.03
23.8737;0.31
23.9268;0.07
23.9759;0.09
24.0291;0.09
24.0783;0.01
24.1316;0.01
24.1847;0.01
24.2339;0.01
24.2872;0.01
24.3363;0.01
24.3896;0.03
24.4428;0.01
24.4919;0.03
24.5452;0.03
24.5944;0.03
24.6476;0.03
24.7008;0.03
24.75;0.03
24.8032;0.03
24.853;0.03
24.9057;0.03
24.9548;0.03
25.008;0.03
25.0613;0.03
25.1104;0.03
25.1637;0.03
25.2128;0.03
25.2661;0.03
25.3194;0.03
25.3686;0.01
25.4219;0.03
25.4712;0.03
25.5241;0.03
25.5774;0.03
25.6265;0.01
25.6797;0.03
25.7289;0.03
25.7822;0.03
25.8354;0.03
25.8853;0.03
25.9378;0.03
25.987;0.01
26.0402;0.03
26.0893;0.03
26.1426;0.03
26.1958;0.03
26.245;0.03
26.2993;0.03
26.3475;0.03
26.4007;0.03
26.4538;0.03
26.5047;0.03
26.5562;0.03
26.6054;0.03
26.6586;0.03
26.7119;0.03
26.761;0.03
26.8143;0.03
26.8637;0.03
26.9166;0.03
26.9699;0.03
27.0191;0.03
27.0723;0.03
27.1214;0.03
27.1747;0.03
27.228;0.03
27.2771;0.03
27.3306;0.03
27.3796;0.03
27.4331;0.03
27.4819;0.03
27.5351;0.03
27.5884;0.03
27.6375;0.03
27.6908;0.03
27.74;0.03
27.7932;0.03
27.8465;0.03
27.8957;0.03
27.9488;0.03
27.998;0.03
28.0512;0.03
28.1044;0.03
28.1537;0.03
28.2069;0.03
28.256;0.03
28.3094;0.03
28.3624;0.03
28.4116;0.03
28.4648;0.03
28.5141;0.03
28.5673;0.03
28.6164;0.03
28.6697;0.03
28.7229;0.03
28.7721;0.03
28.8253;0.03
28.8745;0.03
28.9277;0.03
28.981;0.03
29.0301;0.01
29.0834;0.03
29.1326;0.03
29.1858;0.03
29.239;0.03
29.2883;0.03
29.3414;0.03
29.3906;0.03
29.4438;0.03
29.497;0.03
29.5461;0.03
29.5995;0.03
29.6486;0.03
29.7018;0.03
29.751;0.03
29.8042;0.03
29.8575;0.03
29.9066;0.03
29.9599;0.03
30.009;0.03
30.0623;0.03
30.1156;0.03
30.1646;0.03
30.2179;0.03
30.2671;0.05
30.3204;0.03
30.3735;0.03
30.4227;0.03
30.4759;0.03
30.525;0.01
30.5783;0.03
30.6316;0.03
30.6807;0.03
30.7341;0.03
30.7832;0.03
30.8364;0.01
30.8856;0.03
30.9387;0.03
30.992;0.03
31.0411;0.03
31.0944;0.03
31.1435;0.03
31.1968;0.03
31.25;0.03
31.2992;0.01
31.3524;0.03
31.4016;0.03
31.4549;0.03
31.508;0.03
31.5572;0.03
31.6104;0.03
31.6596;0.03
31.713;0.03
31.7662;0.03
31.8153;0.03
31.8685;0.03
31.9176;0.03
31.9709;0.03
32.0201;0.03
32.0733;0.03
32.1265;0.03
32.1757;0.03
32.229;0.03
32.2781;0.03
32.3313;0.03
32.3846;0.03
32.4337;0.03
32.487;0.03
32.5362;0.03
32.5894;0.03
32.6428;0.03
32.6918;0.03
32.745;0.03
32.7942;0.03
32.8474;0.03
32.9006;0.03
32.9498;0.03
33.003;0.03
33.0522;0.03
33.1054;0.03
33.1546;0.03
33.2079;0.03
33.261;0.03
33.3103;0.03
33.3635;0.01
33.4126;0.03
33.4658;0.03
33.5191;0.03
33.5683;0.03
33.6216;0.03
33.6706;0.03
33.7238;0.03
33.7771;0.03
33.8263;0.03
33.8795;0.03
33.9287;0.03
33.9819;0.03
34.0351;0.03
34.0843;0.01
34.1376;0.03
34.1868;0.03
34.2399;0.01
34.2891;0.03
34.3424;0.03
34.3956;0.03
34.4448;0.03
34.498;0.03
34.5472;0.03
34.6005;0.03
34.6537;0.03
34.7028;0.03
34.7561;0.03
34.8053;0.03
34.8584;0.03
34.9117;0.03
34.9608;0.03
35.014;0.03
35.0632;0.03
35.1165;0.03
35.1698;0.03
35.2189;0.03
35.2721;0.03
35.3212;0.03
35.3745;0.03
35.4277;0.03
35.4768;0.03
35.5301;0.03
35.5793;0.03
35.633;0.03
35.6818;0.03
35.735;0.03
35.7881;0.01
35.8373;0.03
35.8906;0.03
35.9397;0.03
35.9929;0.03
36.0462;0.03
36.0954;0.01
36.1486;0.03
36.1978;0.03
36.251;0.03
36.3043;0.03
36.3534;0.03
36.4066;0.03
36.4558;0.03
36.509;0.03
36.5582;0.03
36.6116;0.03
36.6646;0.03
36.7138;0.03
36.7671;0.03
36.8162;0.03
36.8695;0.03
36.9227;0.03
36.9719;0.03
37.0251;0.03
37.0742;0.03
37.1275;0.03
37.1807;0.03
37.23;0.03
37.2831;0.01
37.3323;0.03
37.3855;0.01
37.4388;0.03
37.488;0.03
